Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
30,97,No,5,Medium,Medium,Positive,2,Male,68,61,88,84,60,59,B
17,97,Yes,9,Medium,Medium,Positive,2,Male,62,63,78,91,53,53,B-
13,100,No,6,Medium,Low,Positive,5,Male,58,62,80,80,66,52,B-
32,100,Yes,5,Medium,Medium,Positive,3,Male,66,60,87,84,57,57,B
9,70,No,8,Low,High,Negative,2,Female,59,52,79,78,72,45,C+
14,94,No,9,High,High,Positive,3,Male,64,59,81,82,73,53,B-
29,93,Yes,9,Medium,High,Positive,3,Male,58,63,86,89,44,54,B-
31,69,Yes,6,Low,Medium,Negative,2,Male,59,54,88,90,70,51,B-
19,64,Yes,8,Low,Medium,Neutral,3,Female,54,62,77,79,76,49,C+
13,99,No,7,High,Medium,Negative,3,Male,57,62,83,82,44,50,B-
33,72,No,8,Low,High,Neutral,4,Male,60,60,83,81,73,54,B-
30,95,Yes,7,Medium,Medium,Neutral,1,Male,63,64,85,85,80,57,B
24,60,Yes,6,Low,Medium,Positive,2,Male,51,55,85,79,82,48,C+
15,61,Yes,9,Medium,Medium,Neutral,3,Female,50,47,77,78,42,43,C
20,79,Yes,7,Low,Medium,Neutral,2,Male,58,58,85,81,75,52,B-
19,70,Yes,6,Low,Medium,Positive,3,Male,45,55,81,82,80,48,C+
22,88,Yes,7,Medium,Medium,Positive,2,Female,68,67,84,83,60,52,B-
29,83,Yes,6,High,Medium,Neutral,4,Male,65,65,85,86,67,53,B-
25,63,Yes,8,Medium,High,Positive,1,Female,55,60,81,80,53,48,C+
14,67,Yes,7,Low,Medium,Neutral,4,Female,48,49,76,75,56,40,C
28,76,Yes,6,Low,High,Positive,2,Female,55,54,84,81,65,51,B-
22,67,No,10,Medium,Low,Neutral,3,Male,64,58,83,82,48,50,B-
24,92,No,5,Medium,Medium,Negative,4,Female,68,65,86,81,59,53,B-
29,77,Yes,8,Medium,Medium,Neutral,3,Male,60,53,85,80,55,51,B-
13,64,Yes,7,Medium,Medium,Neutral,1,Female,57,56,78,80,52,45,C+
20,79,Yes,5,Medium,Medium,Neutral,5,Male,59,68,82,79,64,50,B-
17,64,Yes,6,Medium,Medium,Positive,1,Male,52,62,83,77,82,49,C+
11,65,Yes,5,Medium,High,Neutral,2,Female,49,57,80,81,52,43,C
35,94,Yes,7,Medium,High,Positive,2,Female,66,67,87,86,53,58,B
9,97,Yes,7,Medium,High,Neutral,5,Female,56,62,80,79,47,50,B-
20,93,No,10,Medium,Medium,Neutral,2,Male,61,58,88,87,87,54,B-
24,73,Yes,6,Medium,Medium,Negative,2,Male,54,57,86,77,72,46,C+
21,71,Yes,9,Low,High,Positive,1,Male,58,61,79,85,45,50,B-
19,82,No,8,Low,Medium,Negative,4,Female,59,60,81,84,72,51,B-
12,89,Yes,4,Low,High,Negative,4,Male,52,62,80,78,49,48,C+
21,100,No,6,Medium,Medium,Positive,3,Female,60,60,85,85,84,55,B
15,65,No,8,Medium,Medium,Neutral,4,Female,47,51,79,79,52,44,C
7,62,No,7,Medium,Low,Neutral,5,Female,55,51,76,82,80,43,C
27,88,Yes,7,Medium,Medium,Positive,2,Female,55,58,84,86,50,55,B
26,93,Yes,6,Medium,Medium,Neutral,3,Female,67,64,81,87,68,55,B
20,94,Yes,6,Medium,Medium,Negative,3,Male,66,53,84,79,86,53,B-
21,87,No,7,High,Medium,Negative,3,Male,57,62,87,82,55,50,B-
26,98,No,10,Medium,High,Neutral,1,Male,52,62,83,80,44,54,B-
21,80,Yes,6,Medium,Medium,Negative,2,Female,56,54,79,81,68,49,C+
25,97,No,6,Low,High,Positive,2,Female,63,59,86,81,49,55,B
18,99,Yes,7,Medium,Medium,Neutral,4,Female,57,60,82,84,76,53,B-
28,94,Yes,5,Medium,Medium,Negative,2,Female,60,65,81,85,70,54,B-
22,72,Yes,8,High,Medium,Negative,4,Male,61,57,81,76,57,47,C+
21,68,Yes,5,Medium,Medium,Positive,2,Male,60,54,88,74,75,49,C+
12,82,No,5,Low,Medium,Positive,4,Male,51,51,82,81,52,47,C+
22,78,Yes,5,Medium,Medium,Neutral,3,Male,52,61,79,89,86,50,B-
15,95,No,5,High,Medium,Positive,3,Female,57,54,82,85,57,50,B-
16,64,No,9,Medium,High,Positive,3,Male,54,55,83,81,78,47,C+
15,70,No,8,Low,Medium,Positive,4,Female,54,52,82,83,53,44,C
14,90,Yes,8,Medium,Medium,Negative,2,Female,88,91,99,96,76,82,A+
33,64,No,8,Low,Medium,Positive,4,Male,60,62,85,81,42,50,B-
28,73,Yes,7,High,High,Positive,3,Male,70,57,86,77,55,55,B
32,75,No,7,Medium,Medium,Neutral,4,Male,60,48,79,81,45,49,C+
13,85,Yes,9,High,High,Positive,2,Male,59,56,81,74,63,51,B-
20,66,No,9,Low,High,Positive,1,Female,54,63,74,75,62,47,C+
12,94,No,5,High,Medium,Neutral,2,Male,59,69,84,80,58,52,B-
16,78,No,10,Low,Medium,Positive,4,Female,60,64,80,83,89,48,C+
14,97,No,5,Medium,Medium,Neutral,4,Female,55,56,82,77,52,49,C+
27,79,Yes,6,Low,High,Positive,4,Male,64,56,84,87,80,56,B
18,71,Yes,7,Low,Medium,Neutral,4,Female,54,43,81,83,62,46,C+
26,66,Yes,7,High,Medium,Negative,4,Female,55,54,84,76,57,49,C+
24,60,Yes,10,Low,High,Neutral,2,Female,51,55,86,81,50,48,C+
34,81,Yes,9,Low,High,Negative,2,Male,63,68,82,83,72,54,B-
11,64,Yes,8,High,Medium,Neutral,2,Male,49,53,71,78,57,41,C
28,76,No,9,Medium,High,Neutral,3,Male,61,60,80,78,81,51,B-
27,84,No,8,Medium,Medium,Neutral,4,Male,58,56,84,79,88,52,B-
14,71,Yes,6,Low,Medium,Positive,3,Female,59,49,77,83,51,46,C+
26,67,Yes,8,Medium,Medium,Negative,5,Female,54,58,80,79,46,49,C+
22,91,Yes,7,Medium,High,Negative,3,Female,66,63,80,81,56,52,B-
19,98,Yes,6,Medium,Medium,Negative,3,Male,53,62,83,84,63,52,B-
15,64,No,9,Medium,Medium,Neutral,2,Male,56,49,81,84,55,46,C+
16,66,Yes,7,Medium,Medium,Positive,3,Female,58,59,73,81,89,48,C+
32,98,No,5,Medium,Low,Positive,3,Male,64,69,91,83,79,59,B
20,62,Yes,6,High,High,Neutral,3,Male,60,53,81,84,88,50,B-
25,99,No,8,Medium,High,Positive,3,Male,66,57,83,78,59,53,B-
15,60,No,9,Medium,High,Negative,5,Male,43,54,79,75,55,43,C
15,95,No,8,Medium,High,Neutral,3,Female,61,58,84,80,60,51,B-
26,72,Yes,8,Medium,Medium,Negative,3,Male,50,66,85,81,66,51,B-
12,98,Yes,6,Medium,Medium,Neutral,3,Female,57,63,88,83,77,53,B-
18,73,Yes,7,High,Medium,Neutral,3,Female,65,57,80,75,84,51,B-
20,86,No,7,Medium,Low,Neutral,3,Male,58,60,84,84,63,52,B-
21,63,Yes,7,Medium,Medium,Negative,3,Female,49,53,81,82,54,45,C+
19,70,No,7,Medium,Low,Neutral,4,Male,54,51,75,81,56,47,C+
22,91,No,6,Low,Medium,Positive,2,Female,70,58,84,83,75,54,B-
24,81,Yes,8,Medium,Medium,Positive,2,Male,52,62,80,81,68,51,B-
24,97,No,5,High,Low,Neutral,5,Female,59,67,85,87,64,55,B
14,77,Yes,5,Low,High,Negative,3,Male,61,57,80,80,50,47,C+
18,95,Yes,6,Medium,High,Neutral,3,Female,71,71,86,82,84,56,B
27,78,No,8,Low,Medium,Neutral,3,Female,60,57,81,78,79,52,B-
25,99,No,8,Medium,Low,Positive,3,Male,56,68,80,87,47,53,B-
12,98,No,4,Medium,High,Neutral,2,Female,68,56,80,79,58,52,B-
22,73,No,8,Medium,Medium,Neutral,3,Male,61,50,80,81,67,47,C+
8,95,No,7,Low,Medium,Neutral,2,Male,60,49,79,79,63,49,C+
20,94,Yes,6,High,Medium,Neutral,2,Female,57,58,80,83,60,52,B-
31,68,No,7,Low,Medium,Positive,3,Female,59,56,84,75,76,51,B-
14,85,Yes,5,Medium,Medium,Neutral,3,Male,55,58,78,79,43,48,C+
15,63,Yes,7,Medium,Medium,Negative,2,Male,54,54,82,77,64,45,C+
25,93,Yes,5,Medium,Medium,Positive,2,Female,71,60,87,82,53,58,B
11,67,Yes,6,Low,Medium,Positive,3,Female,54,49,78,79,44,43,C
16,63,Yes,6,Medium,Medium,Neutral,4,Male,50,52,79,79,63,46,C+
24,76,Yes,8,Medium,Medium,Positive,4,Male,62,49,86,77,49,49,C+
16,83,Yes,7,Medium,Medium,Neutral,3,Female,59,53,82,80,53,50,B-
19,94,Yes,8,Medium,Medium,Negative,3,Female,62,55,87,89,65,51,B-
24,99,Yes,5,Medium,Medium,Positive,3,Female,69,69,88,83,89,55,B
23,78,No,7,High,Medium,Neutral,3,Male,53,58,83,82,74,49,C+
22,62,Yes,8,Medium,Medium,Neutral,3,Female,54,57,82,81,54,46,C+
18,90,Yes,9,Medium,High,Positive,3,Female,60,55,84,81,59,54,B-
22,83,Yes,5,High,Medium,Positive,3,Male,52,63,79,81,60,50,B-
19,78,Yes,6,Medium,Medium,Neutral,3,Male,58,63,78,82,48,49,C+
23,72,No,8,Medium,High,Positive,2,Female,67,48,82,79,48,49,C+
17,80,No,9,Medium,Medium,Positive,2,Male,52,56,79,79,47,51,B-
19,74,No,7,High,Medium,Neutral,3,Female,57,59,82,81,66,49,C+
14,90,Yes,5,Medium,Medium,Negative,3,Female,61,62,82,81,74,51,B-
20,82,Yes,5,Medium,Medium,Neutral,1,Female,59,56,83,84,70,51,B-
15,95,Yes,7,Low,High,Neutral,2,Female,59,57,85,85,89,51,B-
13,82,No,8,Low,High,Neutral,3,Male,52,54,84,76,46,49,C+
22,70,No,7,Medium,High,Positive,2,Male,58,57,83,82,89,49,C+
21,94,No,5,Low,High,Neutral,3,Female,58,66,84,82,63,53,B-
25,82,Yes,9,Low,Medium,Negative,2,Male,51,55,89,82,51,51,B-
17,68,Yes,6,High,Low,Negative,3,Male,61,60,81,81,87,48,C+
22,85,Yes,8,High,Medium,Positive,3,Male,65,57,89,80,63,53,B-
23,74,No,4,Medium,Medium,Negative,5,Male,57,53,83,80,57,49,C+
23,94,Yes,9,Medium,Medium,Negative,1,Female,60,62,84,79,51,51,B-
15,78,Yes,6,High,Medium,Neutral,2,Male,59,59,79,80,53,47,C+
21,89,No,9,Medium,Medium,Negative,3,Male,61,64,88,80,89,52,B-
22,64,No,8,Low,Medium,Neutral,4,Female,59,50,80,81,55,48,C+
20,76,Yes,5,Low,High,Negative,3,Female,59,58,88,80,89,52,B-
7,99,Yes,7,Low,High,Neutral,4,Female,62,60,81,81,57,49,C+
21,92,No,9,Medium,Low,Positive,2,Female,60,59,83,79,52,51,B-
33,66,Yes,6,Medium,Medium,Positive,2,Female,62,56,80,82,49,53,B-
18,71,No,9,Medium,High,Positive,3,Female,51,58,78,80,61,48,C+
16,73,Yes,8,Medium,High,Neutral,2,Female,57,53,83,80,52,48,C+
22,86,No,9,Medium,Medium,Negative,3,Female,56,67,82,82,75,51,B-
22,90,No,7,Low,Medium,Positive,3,Male,56,65,83,85,52,50,B-
27,90,No,7,Medium,Medium,Neutral,3,Female,60,65,87,88,82,55,B
12,80,Yes,10,High,High,Positive,3,Male,57,67,87,87,82,53,B-
24,92,Yes,8,High,High,Neutral,3,Male,71,63,82,86,54,55,B
24,77,Yes,7,Low,Medium,Negative,5,Male,67,65,81,83,78,54,B-
19,65,No,8,Low,High,Neutral,4,Male,62,61,83,77,83,47,C+
22,83,Yes,6,Medium,Medium,Positive,5,Female,55,61,81,84,70,52,B-
26,98,Yes,7,Medium,Medium,Positive,1,Female,64,63,81,82,58,56,B
25,92,Yes,9,Medium,Medium,Negative,5,Female,56,53,81,80,62,53,B-
13,83,No,7,Medium,Medium,Neutral,4,Female,56,58,85,77,79,51,B-
25,86,No,6,Medium,High,Positive,5,Male,58,65,83,83,55,54,B-
20,97,No,6,Low,High,Positive,3,Female,67,66,86,83,57,54,B-
20,77,Yes,7,High,Medium,Neutral,3,Male,55,59,86,84,48,49,C+
20,73,No,6,Low,High,Neutral,4,Female,63,56,82,87,60,51,B-
19,99,Yes,5,Low,Medium,Neutral,2,Male,63,52,86,81,44,53,B-
27,95,No,5,Low,Medium,Neutral,4,Male,72,60,82,86,56,55,B
19,73,Yes,9,High,Low,Positive,4,Female,51,55,84,84,59,49,C+
13,79,Yes,7,Low,Medium,Neutral,2,Female,61,54,79,85,53,48,C+
18,77,Yes,7,High,Medium,Neutral,3,Female,61,60,79,79,45,49,C+
21,66,Yes,6,Low,Medium,Neutral,1,Female,52,65,80,77,66,48,C+
27,98,Yes,6,Low,Medium,Neutral,4,Male,67,63,87,82,83,55,B
24,76,Yes,6,Medium,Medium,Negative,3,Female,60,58,80,78,57,51,B-
15,95,Yes,7,High,Medium,Negative,3,Female,58,58,83,77,52,51,B-
35,68,Yes,5,Medium,Low,Positive,4,Male,55,58,80,83,54,50,B-
22,82,Yes,9,Low,Medium,Neutral,2,Male,56,55,80,79,83,51,B-
28,61,No,7,High,High,Positive,4,Male,66,58,86,83,66,50,B-
19,91,No,7,Low,High,Negative,3,Female,60,62,81,83,47,52,B-
23,83,No,8,Medium,Medium,Neutral,2,Male,59,57,85,77,75,48,C+
25,85,No,8,Medium,High,Neutral,4,Male,58,63,82,82,48,53,B-
27,62,No,6,Low,Medium,Positive,2,Male,52,57,84,81,43,47,C+
26,68,No,8,Medium,High,Positive,3,Male,61,49,83,79,53,49,C+
25,63,No,8,Medium,Medium,Positive,1,Female,50,58,76,83,48,47,C+
18,72,Yes,7,High,High,Negative,2,Female,55,54,83,84,70,49,C+
17,85,Yes,9,Medium,Medium,Neutral,2,Male,58,53,82,85,64,50,B-
22,83,Yes,8,Medium,Low,Negative,4,Male,59,54,80,83,76,51,B-
26,84,No,8,Medium,High,Neutral,2,Male,61,64,86,83,66,54,B-
19,82,No,9,Medium,High,Neutral,3,Female,59,57,85,79,61,50,B-
26,71,Yes,7,Medium,Medium,Positive,2,Male,63,52,84,78,66,52,B-
29,70,Yes,7,Low,Medium,Positive,4,Male,61,60,82,85,62,50,B-
15,65,Yes,8,Medium,Medium,Neutral,3,Female,48,45,85,79,42,44,C
15,94,No,7,Medium,High,Positive,2,Male,58,59,84,84,74,51,B-
19,85,Yes,8,Medium,Low,Neutral,4,Female,63,59,85,84,88,50,B-
22,67,Yes,6,Low,High,Neutral,4,Male,58,59,82,77,61,47,C+
17,67,Yes,4,Medium,High,Negative,2,Female,49,62,86,79,61,46,C+
28,95,No,8,High,High,Negative,4,Male,64,57,85,82,42,55,B
23,90,No,5,Low,Medium,Negative,2,Male,52,60,84,81,85,52,B-
20,86,No,6,Medium,Low,Neutral,2,Male,57,56,89,75,86,49,C+
11,76,Yes,8,Low,High,Neutral,3,Female,62,57,82,82,81,47,C+
12,70,Yes,8,Medium,High,Negative,4,Female,48,53,82,79,45,44,C
22,99,Yes,9,Medium,Low,Negative,4,Male,59,60,84,78,85,54,B-
7,92,Yes,4,Medium,Medium,Positive,1,Female,57,52,77,80,41,46,C+
26,72,No,7,Low,Low,Neutral,4,Female,50,51,75,87,62,48,C+
19,94,Yes,7,Medium,Medium,Negative,5,Female,60,66,89,85,65,54,B-
39,90,No,8,High,High,Neutral,1,Female,71,71,88,88,82,61,B+
34,72,Yes,9,Low,Medium,Positive,3,Male,62,68,89,86,78,56,B
19,77,No,5,Low,High,Neutral,3,Female,55,54,80,79,80,48,C+
19,67,Yes,7,High,Medium,Positive,4,Male,60,54,86,78,83,49,C+
26,64,Yes,8,Low,High,Neutral,2,Male,59,52,79,83,64,49,C+
30,89,No,6,Medium,Medium,Neutral,3,Male,66,66,84,90,79,57,B
10,71,No,10,Low,Medium,Positive,3,Female,52,48,81,82,43,45,C+
9,93,Yes,6,Low,Medium,Positive,2,Female,58,65,84,82,62,49,C+
16,100,No,7,Medium,Medium,Negative,4,Female,62,56,86,77,42,54,B-
23,63,Yes,5,Medium,Medium,Neutral,2,Female,60,59,83,76,86,50,B-
23,79,Yes,7,Low,High,Neutral,4,Female,58,67,83,82,88,52,B-
26,92,No,4,Medium,Medium,Positive,4,Male,62,65,86,82,44,55,B
13,92,Yes,7,Medium,Medium,Positive,4,Male,59,64,82,82,67,55,B
6,90,Yes,9,Medium,High,Positive,2,Male,56,51,82,81,56,48,C+
25,74,No,5,High,Medium,Positive,5,Male,59,56,84,80,57,54,B-
15,78,No,5,Medium,High,Positive,1,Male,51,58,86,78,63,47,C+
8,84,Yes,9,Low,Medium,Positive,2,Male,53,59,80,76,46,44,C
21,99,Yes,9,Low,High,Negative,2,Female,61,58,81,80,49,52,B-
25,73,Yes,5,Medium,Medium,Neutral,5,Female,59,51,82,84,69,48,C+
19,97,Yes,10,High,High,Neutral,4,Female,58,49,87,76,41,52,B-
17,71,No,8,Low,Low,Neutral,3,Female,57,50,79,79,70,47,C+
19,100,Yes,9,High,Medium,Negative,4,Male,62,59,84,82,56,52,B-
18,87,Yes,6,Low,Medium,Neutral,4,Female,61,66,80,81,82,51,B-
12,79,No,9,Low,Medium,Positive,2,Male,51,57,77,77,70,46,C+
16,85,No,7,High,High,Neutral,2,Male,58,58,80,81,75,49,C+
22,71,Yes,8,Medium,High,Negative,2,Male,58,55,86,83,53,49,C+
21,65,No,6,Medium,Medium,Neutral,4,Male,58,55,80,82,90,50,B-
14,65,Yes,5,Low,High,Negative,2,Male,45,59,75,79,62,45,C+
19,74,Yes,7,Medium,High,Negative,2,Female,58,58,79,79,58,49,C+
7,91,No,7,High,Medium,Neutral,3,Female,67,49,79,81,84,51,B-
21,84,Yes,6,Medium,High,Negative,5,Male,58,56,84,76,42,51,B-
29,64,No,9,Medium,High,Negative,2,Female,51,50,86,76,67,46,C+
11,94,Yes,10,Medium,Low,Neutral,3,Male,58,54,80,85,51,49,C+
22,98,Yes,7,Medium,Medium,Positive,1,Male,64,65,82,80,50,55,B
28,87,No,6,Medium,Low,Neutral,3,Female,66,60,84,83,42,53,B-
17,67,No,10,Medium,Medium,Positive,3,Male,49,53,81,76,61,46,C+
16,79,No,8,Medium,High,Neutral,4,Male,59,62,86,79,79,48,C+
8,86,Yes,8,Low,Medium,Neutral,1,Male,58,53,81,83,88,48,C+
21,61,No,9,Medium,Medium,Neutral,3,Male,56,65,87,83,71,49,C+
32,61,Yes,7,High,Medium,Positive,3,Female,60,56,83,84,59,51,B-
22,65,Yes,7,Low,Medium,Positive,4,Male,59,55,78,84,78,47,C+
20,70,No,9,Low,Medium,Neutral,4,Male,60,55,79,82,65,49,C+
22,77,Yes,8,Medium,High,Positive,4,Male,55,59,80,90,58,51,B-
20,79,Yes,6,Medium,Medium,Positive,2,Male,58,57,82,83,49,47,C+
15,66,No,6,Low,Medium,Negative,3,Female,53,55,75,76,80,45,C+
25,87,Yes,6,Medium,Medium,Neutral,2,Male,58,54,86,86,65,50,B-
21,84,No,9,Medium,Medium,Negative,3,Male,58,53,87,81,88,50,B-
20,72,No,9,Low,Medium,Neutral,2,Male,55,67,80,83,80,48,C+
14,61,Yes,10,Medium,Medium,Neutral,4,Male,55,48,75,78,61,42,C
28,63,Yes,6,Low,Medium,Positive,2,Female,57,60,80,87,77,49,C+
24,76,No,7,Medium,Medium,Neutral,2,Female,55,52,85,80,63,51,B-
17,66,No,6,Medium,Low,Positive,3,Female,52,53,80,78,44,46,C+
26,75,Yes,7,Medium,Medium,Neutral,3,Male,60,58,84,80,66,51,B-
17,85,Yes,8,Low,High,Positive,3,Female,64,61,84,84,83,51,B-
15,82,Yes,7,Medium,High,Negative,2,Female,59,45,77,84,83,49,C+
23,85,Yes,8,Low,Low,Negative,4,Female,56,59,84,76,41,51,B-
9,94,No,6,Low,High,Positive,3,Male,66,52,86,81,56,49,C+
13,90,No,4,High,Medium,Neutral,4,Male,61,61,81,80,89,52,B-
8,82,Yes,5,Medium,Medium,Negative,3,Female,60,50,82,78,76,47,C+
19,74,No,7,High,Medium,Positive,3,Male,58,55,80,80,76,51,B-
19,75,No,10,Low,High,Positive,2,Female,59,56,78,79,78,49,C+
18,95,No,6,Medium,Medium,Positive,3,Female,62,54,85,84,71,51,B-
14,62,Yes,7,Low,Medium,Positive,2,Female,58,51,81,78,69,45,C+
13,100,Yes,8,Low,Medium,Neutral,3,Male,63,53,79,77,63,51,B-
23,87,No,6,Medium,High,Negative,3,Male,63,51,78,85,62,52,B-
17,87,Yes,6,Medium,Medium,Neutral,3,Male,60,65,80,81,84,53,B-
22,62,Yes,7,Low,Medium,Negative,2,Female,54,50,81,82,60,48,C+
15,84,Yes,6,Medium,Medium,Positive,3,Female,60,58,83,81,82,51,B-
21,79,No,4,Low,Medium,Negative,2,Female,62,61,82,82,82,50,B-
28,64,Yes,6,Medium,Low,Neutral,4,Male,54,52,81,79,79,47,C+
24,71,No,8,Medium,Medium,Negative,3,Female,58,50,83,77,42,46,C+
18,96,Yes,8,Medium,Medium,Negative,2,Female,63,59,84,79,47,50,B-
22,82,No,9,Medium,High,Negative,3,Male,53,62,81,81,56,49,C+
19,77,Yes,9,Medium,Medium,Positive,4,Female,55,52,81,86,82,50,B-
20,63,Yes,6,Medium,Medium,Neutral,3,Female,53,53,76,76,84,46,C+
18,89,Yes,6,Medium,High,Positive,3,Female,61,52,86,86,42,52,B-
19,88,No,6,Medium,Medium,Positive,2,Female,59,59,83,78,56,53,B-
21,85,Yes,7,Medium,Medium,Neutral,4,Male,66,61,88,79,83,53,B-
14,80,No,6,Medium,Medium,Negative,2,Male,58,52,80,84,52,48,C+
14,77,No,7,Low,Medium,Positive,2,Female,55,53,80,76,89,47,C+
12,84,Yes,6,High,High,Negative,3,Female,53,51,79,80,64,50,B-
10,69,No,8,Medium,Medium,Negative,3,Female,47,52,81,85,87,44,C
13,98,Yes,6,Medium,High,Positive,1,Female,62,65,87,77,61,53,B-
21,84,No,6,High,Medium,Positive,4,Male,51,54,84,75,56,51,B-
15,72,Yes,8,High,Medium,Positive,2,Female,59,52,86,78,58,47,C+
23,78,No,8,Medium,Medium,Neutral,2,Male,58,61,83,82,84,51,B-
20,92,No,7,Low,Medium,Positive,5,Male,71,64,80,78,57,51,B-
8,66,Yes,8,Medium,Medium,Positive,4,Male,63,47,80,78,73,46,C+
24,72,Yes,8,Low,Medium,Positive,2,Female,55,55,85,76,63,48,C+
25,87,Yes,10,Medium,Low,Neutral,3,Female,60,61,83,84,87,52,B-
14,73,No,8,Medium,High,Negative,2,Male,58,53,82,84,48,46,C+
23,92,Yes,10,Medium,Medium,Neutral,3,Male,66,49,82,79,61,52,B-
15,65,Yes,7,Medium,Medium,Positive,3,Female,46,54,80,80,46,44,C
21,91,Yes,9,Medium,Medium,Neutral,3,Female,53,67,84,84,69,52,B-
12,63,No,9,Low,Low,Positive,3,Female,51,53,79,81,60,45,C+
9,61,Yes,7,Medium,Medium,Positive,2,Male,51,44,76,78,43,41,C
18,96,Yes,6,Medium,Medium,Positive,3,Male,64,59,85,83,82,54,B-
19,83,No,6,Medium,Medium,Positive,2,Male,64,68,86,88,59,52,B-
18,74,No,8,High,High,Positive,3,Male,54,63,78,78,65,51,B-
13,69,No,5,Medium,High,Negative,2,Male,43,55,76,81,60,44,C
18,85,Yes,6,Medium,Medium,Negative,2,Male,61,59,79,80,64,50,B-
22,80,Yes,9,Medium,Medium,Negative,3,Male,56,56,83,78,41,51,B-
20,100,Yes,8,Medium,Medium,Positive,3,Male,55,62,88,76,81,55,B
21,99,Yes,4,Medium,Medium,Negative,4,Female,63,61,78,84,57,54,B-
16,85,Yes,5,Low,Medium,Positive,2,Male,61,60,77,82,76,50,B-
27,78,No,10,Medium,Medium,Neutral,4,Male,59,66,81,81,43,51,B-
13,80,No,9,Medium,Medium,Neutral,2,Female,53,60,86,82,66,47,C+
23,87,No,6,High,Medium,Positive,0,Female,63,57,88,81,85,56,B
27,64,Yes,5,Medium,High,Positive,4,Female,55,57,81,79,60,48,C+
23,73,No,5,High,Medium,Positive,2,Female,53,61,78,75,50,50,B-
19,63,Yes,8,Low,Medium,Positive,4,Female,51,57,85,83,45,46,C+
17,63,Yes,10,Medium,Medium,Positive,2,Female,56,51,78,80,83,46,C+
26,68,Yes,10,High,Medium,Neutral,2,Female,61,73,88,79,52,52,B-
11,79,Yes,5,Medium,Low,Positive,3,Female,60,53,80,82,89,51,B-
14,91,Yes,7,Medium,High,Neutral,2,Male,55,54,85,81,52,51,B-
18,79,Yes,6,Medium,Medium,Positive,4,Male,59,61,82,86,64,52,B-
27,73,Yes,7,High,High,Negative,3,Female,56,73,81,85,63,56,B
22,63,Yes,5,High,High,Negative,2,Male,58,53,80,82,43,49,C+
14,82,Yes,6,Medium,Medium,Positive,3,Female,64,58,85,76,67,51,B-
18,71,No,6,Medium,Low,Neutral,2,Male,50,61,75,75,74,48,C+
16,85,No,8,High,Medium,Negative,3,Male,56,58,80,77,77,50,B-
16,99,No,6,Low,Medium,Positive,4,Female,62,59,85,79,66,53,B-
26,64,No,6,Medium,Medium,Neutral,4,Male,62,59,84,85,81,49,C+
12,68,No,8,High,Medium,Negative,3,Female,53,56,80,82,78,47,C+
30,79,No,9,Medium,Medium,Neutral,3,Female,57,64,86,81,50,52,B-
25,99,No,10,Medium,Medium,Positive,5,Female,54,68,89,87,60,54,B-
27,91,No,8,Medium,Low,Neutral,4,Male,59,60,86,84,47,51,B-
17,96,No,7,Low,Medium,Negative,3,Female,67,60,84,86,47,51,B-
19,73,Yes,9,High,High,Positive,3,Female,58,58,75,84,76,49,C+
11,100,No,9,Medium,High,Positive,3,Female,61,63,86,80,67,53,B-
17,64,No,8,Medium,High,Positive,2,Female,57,56,82,85,70,48,C+
23,62,Yes,5,Medium,Medium,Negative,4,Female,54,54,81,79,77,46,C+
28,94,Yes,9,Medium,Medium,Neutral,3,Female,58,66,86,79,54,53,B-
13,97,Yes,8,Medium,Medium,Neutral,2,Female,61,65,81,78,60,50,B-
18,64,No,6,Medium,Medium,Positive,5,Male,55,47,83,73,70,46,C+
19,65,No,6,Medium,High,Positive,3,Male,55,55,81,75,45,47,C+
12,61,Yes,8,Medium,Medium,Neutral,4,Male,47,48,79,74,82,43,C
24,64,Yes,4,Low,Medium,Neutral,1,Male,58,51,77,77,57,45,C+
16,68,No,7,High,High,Positive,2,Female,59,58,77,81,73,48,C+
19,99,No,6,Medium,Low,Negative,3,Male,58,63,83,80,90,52,B-
17,87,Yes,6,Low,High,Neutral,3,Female,63,58,82,89,64,51,B-
15,91,No,6,Medium,High,Positive,2,Male,55,48,81,79,51,49,C+
20,91,Yes,5,Low,Medium,Positive,2,Male,60,58,85,82,51,55,B
19,81,Yes,9,Medium,Medium,Positive,3,Male,56,63,86,82,43,51,B-
18,92,No,4,Medium,Medium,Neutral,2,Male,53,47,86,88,78,52,B-
16,84,No,7,Low,High,Negative,3,Male,58,61,79,82,55,48,C+
22,73,Yes,6,Low,Medium,Positive,1,Male,49,58,80,83,49,48,C+
30,82,Yes,10,Low,High,Neutral,4,Female,56,67,84,81,76,53,B-
21,81,Yes,7,High,Medium,Positive,2,Male,50,57,83,85,55,50,B-
26,93,No,4,Medium,Medium,Positive,3,Male,64,54,84,86,70,56,B
12,99,No,8,Medium,Low,Neutral,2,Female,60,63,82,78,61,53,B-
21,76,Yes,5,Medium,Low,Positive,3,Male,56,62,83,81,57,49,C+
13,91,Yes,8,Medium,Medium,Positive,1,Male,55,63,87,82,64,51,B-
11,64,Yes,8,Medium,Medium,Positive,2,Male,48,49,82,79,56,44,C
16,91,No,9,Low,Medium,Positive,3,Male,63,61,81,86,84,53,B-
